,LSOA Code,LSOA Name.x,Local Authority Name,WIMD 2019,WIMD 2014 (r),WIMD 2011 score,from14to19,from11to14,from11to19,Of interest
1756,W01001804,Llanrumney 3,Cardiff,34.37683742,31.43234555,32.57633799,2.94449187,-1.143992442,1.800499428,
1757,W01001805,Llanrumney 4,Cardiff,31.1336979,40.4016961,37.13725623,-9.2679982,3.264439866,-6.003558334,
1758,W01001806,Llanrumney 5,Cardiff,16.88844315,17.36869154,15.92858246,-0.48024839,1.440109083,0.959860693,
1759,W01001807,Llanrumney 6,Cardiff,56.27418556,55.76260881,49.06627432,0.51157675,6.696334488,7.207911238,
1760,W01001808,Llanrumney 7,Cardiff,52.99483863,54.74726696,51.80332401,-1.75242833,2.943942953,1.191514623,
762,W01000794,Llansamlet 1,Swansea,15.2158698,18.7240531,19.31678788,-3.5081833,-0.592734778,-4.100918078,
763,W01000795,Llansamlet 2,Swansea,8.59445044,7.278844522,8.560820978,1.315605918,-1.281976456,0.033629462,
764,W01000796,Llansamlet 3,Swansea,8.872933254,10.94224162,13.31154373,-2.069308366,-2.369302105,-4.438610471,
765,W01000797,Llansamlet 4,Swansea,10.52358243,10.88939641,9.217897706,-0.36581398,1.671498704,1.305684724,
766,W01000798,Llansamlet 5,Swansea,15.55924892,14.15627577,16.28426001,1.40297315,-2.12798424,-0.72501109,
767,W01000799,Llansamlet 6,Swansea,33.15783273,39.00217967,35.95131519,-5.84434694,3.050864479,-2.793482461,
768,W01000800,Llansamlet 7,Swansea,6.46213726,6.397526576,8.987973848,0.064610684,-2.590447272,-2.525836588,
769,W01000801,Llansamlet 8,Swansea,45.12372211,42.44742587,35.61502224,2.67629624,6.832403628,9.508699868,
155,W01000162,Llansannan,Conwy,17.04800606,14.30253911,15.49331567,2.74546695,-1.190776563,1.554690387,
514,W01000539,Llansantffraed 1,Ceredigion,21.36668349,16.99358685,16.29960125,4.37309664,0.693985599,5.067082239,
515,W01000540,Llansantffraed 2,Ceredigion,17.43052563,14.62092708,14.31756712,2.80959855,0.303359963,3.112958513,
453,W01000470,Llansantffraid,Powys,12.37186682,13.19328687,11.38456959,-0.82142005,1.808717284,0.987297234,
672,W01000700,Llansteffan,Carmarthenshire,13.48471321,15.22844371,13.81752624,-1.7437305,1.410917471,-0.332813029,
1466,W01001504,Llantarnam 1,Torfaen,17.73154889,21.14438127,21.40180798,-3.41283238,-0.257426707,-3.670259087,
1467,W01001505,Llantarnam 2,Torfaen,11.27600328,11.48423639,11.29760866,-0.20823311,0.186627732,-0.021605378,
1468,W01001506,Llantarnam 3,Torfaen,42.29048234,38.7952209,32.76918593,3.49526144,6.026034973,9.521296413,
1527,W01001568,Llantilio Crossenny,Monmouthshire,13.14828297,11.98017456,13.52200351,1.16810841,-1.541828946,-0.373720536,
1157,W01001193,Llantrisant Town 1,Rhondda Cynon Taf,4.828153302,4.784542888,5.163348856,0.043610414,-0.378805968,-0.335195554,
1158,W01001194,Llantrisant Town 2,Rhondda Cynon Taf,3.749400712,3.868861877,6.004479481,-0.119461165,-2.135617604,-2.255078769,
1159,W01001195,Llantrisant Town 3,Rhondda Cynon Taf,14.83538538,16.69022877,15.05946204,-1.85484339,1.630766728,-0.224076662,
1160,W01001196,Llantwit Fardre 1,Rhondda Cynon Taf,5.096841693,7.380148329,7.776380024,-2.283306636,-0.396231695,-2.679538331,
1161,W01001197,Llantwit Fardre 2,Rhondda Cynon Taf,2.220244293,4.461147454,7.823646603,-2.240903161,-3.362499149,-5.60340231,
1162,W01001198,Llantwit Fardre 3,Rhondda Cynon Taf,5.595417944,8.00019784,9.420234826,-2.404779896,-1.420036986,-3.824816882,
1163,W01001199,Llantwit Fardre 4,Rhondda Cynon Taf,6.288075481,9.060597248,10.3653616,-2.772521767,-1.30476435,-4.077286117,
1071,W01001106,Llantwit Major 1,Vale of Glamorgan,3.637250934,3.352290506,4.790526713,0.284960428,-1.438236207,-1.153275779,
1072,W01001107,Llantwit Major 2,Vale of Glamorgan,6.625460032,8.00609172,6.749637849,-1.380631688,1.256453872,-0.124177817,
1073,W01001108,Llantwit Major 3,Vale of Glamorgan,10.55744731,12.37722405,10.77451332,-1.81977674,1.602710732,-0.217066008,
1074,W01001109,Llantwit Major 4,Vale of Glamorgan,11.51795714,12.17491517,10.38226274,-0.65695803,1.792652428,1.135694398,
1075,W01001110,Llantwit Major 5,Vale of Glamorgan,6.02977246,6.752002273,5.207470564,-0.722229813,1.544531709,0.822301896,
1076,W01001111,Llantwit Major 6,Vale of Glamorgan,20.48477738,21.70139152,22.27649228,-1.21661414,-0.575100761,-1.791714901,
1077,W01001112,Llantwit Major 7,Vale of Glamorgan,2.294519303,3.941172284,4.594699943,-1.646652981,-0.653527659,-2.30018064,
1528,W01001569,Llanwenarth Ultra,Monmouthshire,11.46926573,11.64863919,12.92691363,-0.17937346,-1.278274435,-1.457647895,
516,W01000541,Llanwenog,Ceredigion,18.66567851,17.18029913,17.48461511,1.48537938,-0.304315983,1.181063397,
1607,W01001649,Llanwern 1,Newport,18.74366803,18.08648375,17.58172427,0.65718428,0.50475948,1.16194376,
1608,W01001650,Llanwern 2,Newport,21.51223129,24.74510741,27.94138381,-3.23287612,-3.196276399,-6.429152519,
84,W01000088,Llanwnda,Gwynedd,16.25551958,12.54540006,13.70691188,3.71011952,-1.161511815,2.548607705,
454,W01000471,Llanwrtyd Wells,Powys,16.91859912,15.78793225,15.52803283,1.13066687,0.259899418,1.390566288,
673,W01000701,Llanybydder 1,Carmarthenshire,16.66447685,15.79909398,15.17679369,0.86538287,0.622300293,1.487683163,
674,W01000702,Llanybydder 2,Carmarthenshire,19.77248111,21.73885502,22.27693484,-1.96637391,-0.538079818,-2.504453728,
1469,W01001507,Llanyrafon North,Torfaen,12.79569885,12.54090408,10.70923676,0.25479477,1.831667323,2.086462093,
1470,W01001508,Llanyrafon South 1,Torfaen,8.850122139,9.493249531,8.837910162,-0.643127392,0.655339369,0.012211977,
1471,W01001509,Llanyrafon South 2,Torfaen,3.64485274,3.480458789,6.561089528,0.164393951,-3.080630739,-2.916236788,
455,W01000472,Llanyre,Powys,10.43865273,10.56301976,9.392458212,-0.12436703,1.170561548,1.046194518,
85,W01000089,Llanystumdwy,Gwynedd,15.4597186,13.19959856,12.71939576,2.26012004,0.480202797,2.740322837,
381,W01000390,Llay 1,Wrexham,11.61450892,10.88876626,12.92845086,0.72574266,-2.039684603,-1.313941943,
382,W01000391,Llay 2,Wrexham,11.84427395,13.14654576,11.97956553,-1.30227181,1.166980233,-0.135291577,
383,W01000392,Llay 3,Wrexham,33.30486262,32.51753203,34.15822918,0.78733059,-1.640697153,-0.853366563,
517,W01000542,Lledrod,Ceredigion,23.15743494,19.96926244,16.42104323,3.1881725,3.54821921,6.73639171,
675,W01000703,Lliedi 1,Carmarthenshire,28.29973429,25.29024093,24.31180204,3.00949336,0.978438894,3.987932254,
676,W01000704,Lliedi 2,Carmarthenshire,12.43436746,11.16712563,12.93015567,1.26724183,-1.763030039,-0.495788209,
677,W01000705,Lliedi 3,Carmarthenshire,32.82519489,34.25607608,37.75369817,-1.43088119,-3.497622092,-4.928503282,
1164,W01001200,Llwyn-y-pia 1,Rhondda Cynon Taf,27.16880638,30.77636902,36.09605191,-3.60756264,-5.319682888,-8.927245528,
1165,W01001201,Llwyn-y-pia 2,Rhondda Cynon Taf,47.04800776,47.00972708,47.23469123,0.03828068,-0.224964148,-0.186683468,
678,W01000706,Llwynhendy 1,Carmarthenshire,23.06217048,20.49256971,22.98554566,2.56960077,-2.492975953,0.076624817,
679,W01000707,Llwynhendy 2,Carmarthenshire,41.48450641,37.75557046,38.52035771,3.72893595,-0.764787246,2.964148704,
680,W01000708,Llwynhendy 3,Carmarthenshire,45.84790114,50.36575701,45.26828356,-4.51785587,5.097473447,0.579617577,
156,W01000163,Llysfaen 1,Conwy,43.92400443,46.21301399,43.45591888,-2.28900956,2.757095114,0.468085554,
157,W01000164,Llysfaen 2,Conwy,12.12322736,17.49589834,15.44992117,-5.37267098,2.045977171,-3.326693809,
29,W01000029,London Road,Isle of Anglesey,33.98868879,40.19629783,34.83219868,-6.20760904,5.36409915,-0.84350989,
899,W01000931,Lower Brynamman,Neath Port Talbot,25.02460808,24.7856176,24.47462832,0.23899048,0.310989279,0.549979759,
770,W01000802,Lower Loughor,Swansea,17.73544574,20.62744221,18.69591177,-2.89199647,1.931530438,-0.960466032,
456,W01000473,Machynlleth,Powys,13.46740956,14.65872933,17.7760014,-1.19131977,-3.117272066,-4.308591836,
557,W01000582,Maenclochog 1,Pembrokeshire,19.39040367,15.93626825,19.32084016,3.45413542,-3.384571908,0.069563512,
558,W01000583,Maenclochog 2,Pembrokeshire,12.31039471,12.51770843,12.07458336,-0.20731372,0.443125075,0.235811355,
1166,W01001202,Maerdy 1,Rhondda Cynon Taf,50.37842757,53.68388021,51.65822956,-3.30545264,2.025650649,-1.279801991,
1167,W01001203,Maerdy 2,Rhondda Cynon Taf,61.42524674,61.04163934,65.36841631,0.3836074,-4.32677697,-3.94316957,
457,W01000474,Maescar/Llywel,Powys,13.46634856,13.85059753,12.27920351,-0.38424897,1.571394021,1.187145051,
30,W01000030,Maeshyfryd,Isle of Anglesey,34.40577137,33.34232805,35.57697152,1.06344332,-2.234643469,-1.171200149,
980,W01001014,Maesteg East 1,Bridgend,33.32696751,31.85208993,35.58010997,1.47487758,-3.728020043,-2.253142463,
981,W01001015,Maesteg East 2,Bridgend,35.71933336,37.1841937,39.41566001,-1.46486034,-2.23146631,-3.69632665,
982,W01001016,Maesteg East 3,Bridgend,17.33705787,19.73383855,18.52407923,-2.39678068,1.209759316,-1.187021364,
983,W01001017,Maesteg West 1,Bridgend,14.69744775,14.17147678,11.57606652,0.52597097,2.595410257,3.121381227,
984,W01001018,Maesteg West 2,Bridgend,35.10274954,31.51288328,29.89113444,3.58986626,1.621748845,5.211615105,
985,W01001019,Maesteg West 3,Bridgend,37.63335379,39.48234219,37.4150908,-1.8489884,2.067251386,0.218262986,
986,W01001020,Maesteg West 4,Bridgend,31.34348181,36.10094192,35.02024979,-4.75746011,1.08069213,-3.67676798,
1331,W01001369,Maesycwmmer,Caerphilly,15.46646855,17.07367202,18.13479176,-1.60720347,-1.061119744,-2.668323214,
384,W01000393,Maesydre,Wrexham,17.81857898,21.02540665,19.06149442,-3.20682767,1.96391223,-1.24291544,
1609,W01001651,Malpas 1,Newport,5.606005071,3.717872247,4.277466141,1.888132824,-0.559593894,1.32853893,
1610,W01001652,Malpas 2,Newport,55.60806982,51.58960703,47.76243603,4.01846279,3.827170997,7.845633787,
1611,W01001653,Malpas 3,Newport,7.096349215,6.261965604,6.795924036,0.834383611,-0.533958431,0.30042518,
1612,W01001654,Malpas 4,Newport,8.942470166,9.665058346,7.973771533,-0.72258818,1.691286813,0.968698633,
1613,W01001655,Malpas 5,Newport,6.386194795,6.864374831,10.60009807,-0.478180036,-3.73572324,-4.213903276,
304,W01000311,Mancot 1,Flintshire,12.99456018,13.88640382,14.80260675,-0.89184364,-0.916202929,-1.808046569,
305,W01000312,Mancot 2,Flintshire,19.31725508,23.95700254,24.32859884,-4.63974746,-0.371596297,-5.011343757,
559,W01000584,Manorbier,Pembrokeshire,14.90884217,15.79987327,13.72539751,-0.8910311,2.074475764,1.183444664,
681,W01000709,Manordeilo and Salem,Carmarthenshire,17.59266519,15.20172131,16.45228743,2.39094388,-1.250566124,1.140377756,
86,W01000090,Marchog 1,Gwynedd,37.08558058,47.27458469,48.72797553,-10.18900411,-1.453390836,-11.64239495,
87,W01000091,Marchog 2,Gwynedd,46.14401923,52.56164405,47.66232628,-6.41762482,4.899317768,-1.518307052,
385,W01000394,Marchwiel 1,Wrexham,10.37223462,7.968629078,9.675814369,2.403605542,-1.707185291,0.696420251,
386,W01000395,Marchwiel 2,Wrexham,11.65674744,14.7327517,12.48593562,-3.07600426,2.246816079,-0.829188181,
1529,W01001571,Mardy 2,Monmouthshire,13.27105301,12.94012757,15.14122042,0.33092544,-2.201092849,-1.870167409,
387,W01000396,Marford and Hoseley 1,Wrexham,1.473377415,2.009551321,3.835437618,-0.536173906,-1.825886297,-2.362060203,
388,W01000397,Marford and Hoseley 2,Wrexham,0.846986421,1.696025958,3.795623031,-0.849039537,-2.099597073,-2.94863661,
900,W01000932,Margam 1,Neath Port Talbot,28.27391656,26.09016667,25.8648714,2.18374989,0.22529527,2.40904516,
901,W01000933,Margam 2,Neath Port Talbot,9.53405633,10.4189167,10.86546814,-0.88486037,-0.446551438,-1.331411808,
158,W01000165,Marl 1,Conwy,3.467721772,3.662277746,6.119813379,-0.194555974,-2.457535633,-2.652091607,
159,W01000166,Marl 2,Conwy,15.64765349,19.6694624,20.38124316,-4.02180891,-0.711780757,-4.733589667,
1614,W01001657,Marshfield 2,Newport,8.23445127,4.455083829,7.10572648,3.779367441,-2.650642651,1.12872479,
1615,W01001658,Marshfield 3,Newport,9.060007627,7.906628345,12.70929553,1.153379282,-4.802667186,-3.649287904,
560,W01000585,Martletwy,Pembrokeshire,13.94827443,12.35760429,15.05522433,1.59067014,-2.697620036,-1.106949896,
771,W01000803,Mawr,Swansea,16.55635516,16.04033467,17.63466686,0.51602049,-1.594332189,-1.078311699,
772,W01000804,Mayals 1,Swansea,2.829183903,2.697718994,6.723588588,0.131464909,-4.025869594,-3.894404685,
773,W01000805,Mayals 2,Swansea,1.050350337,2.292758966,4.876135596,-1.242408629,-2.58337663,-3.825785259,
31,W01000031,Mechell,Isle of Anglesey,19.5963939,19.21310908,21.19168135,0.38328482,-1.978572268,-1.595287448,
458,W01000475,Meifod & Llanfihangel,Powys,15.42712316,12.98608344,14.68114422,2.44103972,-1.695060783,0.745978937,
518,W01000543,Melindwr,Ceredigion,20.72767156,16.44607449,14.02574024,4.28159707,2.420334248,6.701931318,
88,W01000092,Menai (Bangor),Gwynedd,8.194470375,6.390816836,5.005578447,1.803653539,1.38523839,3.188891929,
89,W01000093,Menai (Caernarfon),Gwynedd,10.09983002,8.865438796,10.26659862,1.234391224,-1.40115982,-0.166768596,
561,W01000586,Merlin's Bridge,Pembrokeshire,26.83650473,25.55050809,21.00691303,1.28599664,4.543595059,5.829591699,
1265,W01001302,Merthyr Vale 1,Merthyr Tydfil,33.2275596,32.13601189,41.62728028,1.09154771,-9.491268394,-8.399720684,
1266,W01001303,Merthyr Vale 2,Merthyr Tydfil,65.0327243,75.60041504,70.19392633,-10.56769074,5.40648871,-5.16120203,
1267,W01001304,Merthyr Vale 3,Merthyr Tydfil,17.73258171,18.0107784,24.23514104,-0.27819669,-6.224362644,-6.502559334,
562,W01000587,Milford: Central,Pembrokeshire,22.05454397,21.63321509,21.68268149,0.42132888,-0.049466404,0.371862476,
563,W01000588,Milford: East,Pembrokeshire,37.23568326,28.04876199,28.54273299,9.18692127,-0.493971003,8.692950267,
564,W01000589,Milford: Hakin 1,Pembrokeshire,23.3856379,23.80560821,24.40307682,-0.41997031,-0.597468609,-1.017438919,
565,W01000590,Milford: Hakin 2,Pembrokeshire,18.31639549,21.96822724,19.02113241,-3.65183175,2.947094829,-0.704736921,
566,W01000591,Milford: Hubberston 1,Pembrokeshire,22.90952356,22.72459296,20.41380298,0.1849306,2.310789981,2.495720581,
567,W01000592,Milford: Hubberston 2,Pembrokeshire,39.16844631,46.03434867,41.98858904,-6.86590236,4.045759626,-2.820142734,
568,W01000593,Milford: North,Pembrokeshire,20.82509947,18.40876277,17.35047253,2.4163367,1.058290242,3.474626942,
569,W01000594,Milford: West,Pembrokeshire,36.43662791,34.05191682,35.33706114,2.38471109,-1.285144316,1.099566774,
1530,W01001572,Mill 1,Monmouthshire,7.881807468,8.653348873,8.628400373,-0.771541405,0.0249485,-0.746592905,
1531,W01001573,Mill 2,Monmouthshire,7.377462044,4.818238482,6.981674751,2.559223562,-2.163436269,0.395787293,
1532,W01001574,Mill 3,Monmouthshire,5.488314352,4.947910144,7.564447079,0.540404208,-2.616536935,-2.076132727,
389,W01000398,Minera 1,Wrexham,15.3011611,13.05337113,14.54319625,2.24778997,-1.489825121,0.757964849,
390,W01000399,Minera 2,Wrexham,8.588342517,6.693063878,7.361538344,1.895278639,-0.668474466,1.226804173,
1533,W01001575,Mitchel Troy,Monmouthshire,12.7215211,9.173467278,10.32331356,3.548053822,-1.149846284,2.398207538,
160,W01000167,Mochdre,Conwy,25.09512028,29.44999858,28.37286127,-4.3548783,1.07713731,-3.27774099,
32,W01000032,Moelfre,Isle of Anglesey,16.16548022,17.76234709,17.88653628,-1.59686687,-0.124189185,-1.721056055,
306,W01000313,Mold Broncoed 1,Flintshire,13.87694759,15.56047405,14.88625238,-1.68352646,0.674221667,-1.009304793,
307,W01000314,Mold Broncoed 2,Flintshire,23.05578694,29.38405815,15.96447038,-6.32827121,13.41958777,7.091316563,
308,W01000315,Mold East,Flintshire,14.71169014,16.32390506,14.62482642,-1.61221492,1.699078641,0.086863721,
309,W01000316,Mold South 1,Flintshire,1.947715829,4.716192288,6.916793351,-2.768476459,-2.200601063,-4.969077522,
310,W01000317,Mold South 2,Flintshire,0.461375262,1.89033976,3.674500274,-1.428964498,-1.784160514,-3.213125012,
311,W01000318,Mold West 1,Flintshire,37.25490241,40.61394303,44.22150326,-3.35904062,-3.607560227,-6.966600847,
312,W01000319,Mold West 2,Flintshire,15.64297697,18.0677801,20.299587,-2.42480313,-2.231806904,-4.656610034,
459,W01000476,Montgomery,Powys,7.894919459,9.648392666,9.445747304,-1.753473207,0.202645362,-1.550827845,
33,W01000033,Morawelon,Isle of Anglesey,41.28995785,46.31835305,47.27150172,-5.0283952,-0.953148665,-5.981543865,
987,W01001021,Morfa 1,Bridgend,32.77816209,32.2598023,35.48787346,0.51835979,-3.228071161,-2.709711371,
988,W01001022,Morfa 2,Bridgend,50.48572429,49.2818557,47.81023717,1.20386859,1.471618528,2.675487118,
989,W01001023,Morfa 3,Bridgend,37.1147281,34.95002969,35.86807644,2.16469841,-0.91804675,1.24665166,
90,W01000094,Morfa Nefyn,Gwynedd,8.074157652,11.55967734,11.300393,-3.485519688,0.259284339,-3.226235349,
1332,W01001370,Morgan Jones 1,Caerphilly,15.77277526,19.48672001,18.01525984,-3.71394475,1.471460168,-2.242484582,
1333,W01001371,Morgan Jones 2,Caerphilly,40.74078235,41.59751795,38.87955733,-0.8567356,2.717960616,1.861225016,
1334,W01001372,Morgan Jones 3,Caerphilly,14.38073365,14.71935222,15.78852232,-0.33861857,-1.069170103,-1.407788673,
1335,W01001373,Morgan Jones 4,Caerphilly,18.46893792,17.62931729,18.94236918,0.83962063,-1.313051885,-0.473431255,
1336,W01001374,Moriah 1,Caerphilly,33.02544629,30.9388344,30.88081449,2.08661189,0.05801991,2.1446318,
1337,W01001375,Moriah 2,Caerphilly,41.07750068,41.20058977,39.13209334,-0.12308909,2.068496431,1.945407341,
1338,W01001376,Moriah 3,Caerphilly,57.32551741,60.09108261,58.60509483,-2.7655652,1.485987783,-1.279577417,
774,W01000806,Morriston 1,Swansea,15.59713201,16.66400546,17.9465031,-1.06687345,-1.282497641,-2.349371091,
783,W01000815,Morriston 10,Swansea,8.13930491,8.316865498,9.580595851,-0.177560588,-1.263730353,-1.441290941,
784,W01000816,Morriston 11,Swansea,6.193870746,8.324136123,8.133909031,-2.130265377,0.190227092,-1.940038285,
775,W01000807,Morriston 2,Swansea,7.31543801,7.838810096,7.745421582,-0.523372086,0.093388514,-0.429983572,
776,W01000808,Morriston 3,Swansea,13.12965601,15.15366759,14.59541492,-2.02401158,0.55825267,-1.46575891,
777,W01000809,Morriston 4,Swansea,23.34194962,22.43965701,20.31820317,0.90229261,2.121453844,3.023746454,
778,W01000810,Morriston 5,Swansea,52.96292186,51.01535342,49.01256138,1.94756844,2.002792045,3.950360485,
779,W01000811,Morriston 6,Swansea,36.46452316,35.17283076,26.69482106,1.2916924,8.478009698,9.769702098,
780,W01000812,Morriston 7,Swansea,47.3300595,48.8748759,44.78102418,-1.5448164,4.093851717,2.549035317,
781,W01000813,Morriston 8,Swansea,13.38601777,13.79207758,10.54105145,-0.40605981,3.251026127,2.844966317,
782,W01000814,Morriston 9,Swansea,42.38888603,51.15206513,41.21239108,-8.7631791,9.939674046,1.176494946,
161,W01000168,Mostyn (Conwy) 1,Conwy,25.77094985,27.64633481,28.06395516,-1.87538496,-0.417620347,-2.293005307,
162,W01000169,Mostyn (Conwy) 2,Conwy,27.53346813,28.85825822,30.37193498,-1.32479009,-1.513676757,-2.838466847,
313,W01000320,Mostyn (Flintshire),Flintshire,29.97249339,27.20508023,27.9021284,2.76741316,-0.69704817,2.07036499,
1168,W01001204,Mountain Ash East 1,Rhondda Cynon Taf,16.82639715,16.01511564,18.57716005,0.81128151,-2.562044406,-1.750762896,
1169,W01001205,Mountain Ash East 2,Rhondda Cynon Taf,29.74099346,26.63943876,31.97048985,3.1015547,-5.331051091,-2.229496391,
1170,W01001206,Mountain Ash West 1,Rhondda Cynon Taf,29.22444828,33.99425914,34.7329089,-4.76981086,-0.738649757,-5.508460617,
1171,W01001207,Mountain Ash West 2,Rhondda Cynon Taf,48.86151397,53.75714521,51.4290406,-4.89563124,2.328104608,-2.567526632,
1172,W01001208,Mountain Ash West 3,Rhondda Cynon Taf,34.2583611,31.2897044,32.99948754,2.9686567,-1.709783144,1.258873556,
785,W01000817,Mynyddbach 1,Swansea,64.33052431,63.70549948,60.79758418,0.62502483,2.907915296,3.532940126,
786,W01000818,Mynyddbach 2,Swansea,29.79430605,35.27276668,28.66707958,-5.47846063,6.605687101,1.127226471,
787,W01000819,Mynyddbach 3,Swansea,7.726347297,7.572988782,6.905188383,0.153358515,0.667800399,0.821158914,
788,W01000820,Mynyddbach 4,Swansea,16.70745199,18.44282636,17.4048614,-1.73537437,1.037964959,-0.697409411,
789,W01000821,Mynyddbach 5,Swansea,19.68226494,17.93577231,22.10623887,1.74649263,-4.170466562,-2.423973932,
790,W01000822,Mynyddbach 6,Swansea,13.55179403,12.87204468,12.06664417,0.67974935,0.805400506,1.485149856,
990,W01001024,Nant-y-moel 1,Bridgend,35.06746321,34.75539465,30.09524955,0.31206856,4.660145096,4.972213656,
991,W01001025,Nant-y-moel 2,Bridgend,24.0707681,27.13789521,22.33846608,-3.06712711,4.799429129,1.732302019,
460,W01000477,Nantmel,Powys,15.51559346,13.3109992,14.68106323,2.20459426,-1.370064026,0.834530234,
1429,W01001467,Nantyglo 1,Blaenau Gwent,39.74722396,41.55207198,38.32030803,-1.80484802,3.231763948,1.426915928,
1430,W01001468,Nantyglo 2,Blaenau Gwent,33.42328908,39.4662837,33.32637749,-6.04299462,6.139906213,0.096911593,
1431,W01001469,Nantyglo 3,Blaenau Gwent,48.82736448,51.99806953,49.29228883,-3.17070505,2.705780702,-0.464924348,
570,W01000595,Narberth,Pembrokeshire,14.17691079,15.25925218,15.22091873,-1.08234139,0.038333451,-1.044007939,
571,W01000596,Narberth Rural,Pembrokeshire,9.036800551,10.79029705,12.67209838,-1.753496499,-1.881801328,-3.635297827,
902,W01000934,Neath East 1,Neath Port Talbot,55.39182802,50.81539237,45.38237052,4.57643565,5.433021852,10.0094575,
903,W01000935,Neath East 2,Neath Port Talbot,51.61927371,48.35971459,47.7836691,3.25955912,0.57604549,3.83560461,
904,W01000936,Neath East 3,Neath Port Talbot,41.48537045,35.6104844,42.72272405,5.87488605,-7.112239654,-1.237353604,
905,W01000937,Neath East 4,Neath Port Talbot,37.94734071,35.09729049,43.02678609,2.85005022,-7.929495601,-5.079445381,
906,W01000938,Neath North 1,Neath Port Talbot,10.72453803,10.10850652,10.51772593,0.61603151,-0.409219409,0.206812101,
907,W01000939,Neath North 2,Neath Port Talbot,62.1671969,51.66629115,53.40449919,10.50090575,-1.738208037,8.762697713,
908,W01000940,Neath North 3,Neath Port Talbot,38.89423837,35.24740909,37.86916887,3.64682928,-2.621759777,1.025069503,
909,W01000941,Neath South 1,Neath Port Talbot,35.24027194,30.46394835,34.0318817,4.77632359,-3.567933353,1.208390237,
910,W01000942,Neath South 2,Neath Port Talbot,43.07360976,39.61901176,44.81427901,3.454598,-5.195267245,-1.740669245,
911,W01000943,Neath South 3,Neath Port Talbot,5.599061135,6.87764592,5.90896668,-1.278584785,0.96867924,-0.309905545,
91,W01000095,Nefyn,Gwynedd,9.647033843,10.93340944,13.98408342,-1.286375597,-3.050673976,-4.337049573,
1339,W01001377,Nelson 1,Caerphilly,14.93385845,13.21371513,14.80334522,1.72014332,-1.589630086,0.130513234,
1340,W01001378,Nelson 2,Caerphilly,26.95519351,29.27408513,28.66914627,-2.31889162,0.604938864,-1.713952756,
1341,W01001379,Nelson 3,Caerphilly,11.18857969,10.42175823,12.92440065,0.76682146,-2.50264242,-1.73582096,
314,W01000321,New Brighton 1,Flintshire,2.21404206,2.824779915,5.203729402,-0.610737855,-2.378949487,-2.989687342,
315,W01000322,New Brighton 2,Flintshire,9.583214043,8.20266299,9.104467293,1.380551053,-0.901804303,0.47874675,
391,W01000400,New Broughton 1,Wrexham,16.4637558,16.45475764,14.64250694,0.00899816,1.812250705,1.821248865,
392,W01000401,New Broughton 2,Wrexham,23.02269509,21.31690727,20.90073462,1.70578782,0.416172655,2.121960475,
1472,W01001510,New Inn 1,Torfaen,14.32473156,16.36170761,14.41358775,-2.03697605,1.948119858,-0.088856192,
1473,W01001511,New Inn 2,Torfaen,15.68599531,16.38024348,16.73507118,-0.69424817,-0.3548277,-1.04907587,
1474,W01001512,New Inn 3,Torfaen,3.057032045,3.582366277,5.285852611,-0.525334232,-1.703486334,-2.228820566,
1475,W01001513,New Inn 4,Torfaen,4.670957973,5.075575394,7.575749615,-0.404617421,-2.500174221,-2.904791642,
519,W01000544,New Quay,Ceredigion,15.7468032,17.7086449,15.64302621,-1.9618417,2.06561869,0.10377699,
1346,W01001384,New Tredegar 1,Caerphilly,26.01634837,24.67416118,28.87902794,1.34218719,-4.204866755,-2.862679565,
1347,W01001385,New Tredegar 2,Caerphilly,40.07416849,39.81293986,35.66279049,0.26122863,4.150149373,4.411378003,
1348,W01001386,New Tredegar 3,Caerphilly,60.26315631,57.4020822,58.95213105,2.86107411,-1.550048849,1.311025261,
1342,W01001380,Newbridge 1,Caerphilly,13.464714,14.75189635,15.01328636,-1.28718235,-0.261390005,-1.548572355,
1343,W01001381,Newbridge 2,Caerphilly,41.92369429,48.43213085,51.1763607,-6.50843656,-2.744229849,-9.252666409,
1344,W01001382,Newbridge 3,Caerphilly,15.32514391,10.40499094,14.24669704,4.92015297,-3.841706101,1.078446869,
1345,W01001383,Newbridge 4,Caerphilly,20.79429526,19.23007366,17.07365166,1.5642216,2.156421999,3.720643599,
992,W01001026,Newcastle 1,Bridgend,27.68003082,30.30186127,34.05620002,-2.62183045,-3.754338753,-6.376169203,
993,W01001027,Newcastle 2,Bridgend,11.67026295,11.21199355,10.45190886,0.4582694,0.760084686,1.218354086,
994,W01001028,Newcastle 3,Bridgend,13.6538794,13.3135996,11.55029083,0.3402798,1.763308775,2.103588575,
572,W01000597,Newport,Pembrokeshire,11.72704105,12.01640604,14.27501088,-0.28936499,-2.258604835,-2.547969825,
995,W01001029,Newton (Bridgend) 1,Bridgend,7.536473803,9.053505427,10.99021412,-1.517031624,-1.936708697,-3.453740321,
996,W01001030,Newton (Bridgend) 2,Bridgend,10.4709494,10.76181231,12.88957247,-0.29086291,-2.127760155,-2.418623065,
791,W01000823,Newton (Swansea) 1,Swansea,1.293462043,2.184189634,4.229508675,-0.890727591,-2.045319041,-2.936046632,
792,W01000824,Newton (Swansea) 2,Swansea,3.956325445,4.558277791,6.83062786,-0.601952346,-2.272350069,-2.874302415,
461,W01000478,Newtown Central 1,Powys,32.31158438,32.52413056,25.12623135,-0.21254618,7.39789921,7.18535303,
